,pk,AREA_NM,New_ADDR,Old_ADDR
321,321,무비랜드왁스뮤지엄,제주특별자치도 서귀포시 중문관광로 205,제주특별자치도 서귀포시 중문동 2565
322,322,무수천,제주특별자치도 제주시 애월읍 무수천길,제주특별자치도 제주시 애월읍 무수천길
323,323,묵리마을,제주특별자치도 제주시 추자면 묵리,제주특별자치도 제주시 추자면 묵리
324,324,묵리처녀당,제주특별자치도 제주시 추자면 묵리 229-1,제주특별자치도 제주시 추자면 묵리 229-1
325,325,묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,제주특별자치도 제주시 추자면 묵리 731-4
326,326,묵리해안포구,제주특별자치도 제주시 추자면 추자로 365-1,제주특별자치도 제주시 추자면 묵리 701-5
327,327,문도지오름 (문돗지),제주특별자치도 제주시 한림읍 금악리 3444,제주특별자치도 제주시 한림읍 금악리 3444
328,328,문서프,제주특별자치도 제주시 애월읍 곽지7길 1,제주특별자치도 제주시 애월읍 곽지리 1635
329,329,문석이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 제주시 구좌읍 송당리,제주특별자치도 제주시 구좌읍 송당리
330,330,문섬(서귀포해양도립공원),제주특별자치도 서귀포시 칠십리로,제주특별자치도 서귀포시 서홍동 707
331,331,문화공간 양,제주특별자치도 제주시 거로남6길 13,제주특별자치도 제주시 화북이동 3486-1
332,332,문화빳데리 충전소,제주특별자치도 서귀포시 중정로 76,제주특별자치도 서귀포시 서귀동 405-3
333,333,문화예술마을 저지리 농어촌체험마을,제주특별자치도 제주시 한경면 중산간서로 3675,제주특별자치도 제주시 한경면 저지리 1863-1
334,334,"물메(물미, 수산봉)",제주특별자치도 제주시 애월읍 수산리 산 1-1,제주특별자치도 제주시 애월읍 수산리 산 1-1
335,335,물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51,제주특별자치도 제주시 애월읍 수산리 357-1
336,336,물영아리오름,제주특별자치도 서귀포시 남원읍 남조로 988-11,제주특별자치도 서귀포시 남원읍 수망리 산182-2
337,337,물찻오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 제주시 조천읍 교래길,제주특별자치도 제주시 조천읍 교래길
338,338,"미악산 (턥오름, 쌀오름, 솔오름)",제주특별자치도 서귀포시 인정오름로 387-63,제주특별자치도 서귀포시 동홍동 산7-1
339,339,미요캔들,제주특별자치도 제주시 구남로4길 8-1,제주특별자치도 제주시 이도이동 2036-1
340,340,미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010
341,341,민속자연사박물관,제주특별자치도 제주시 삼성로 40,제주특별자치도 제주시 일도이동 996-1
342,342,민속해안로,제주특별자치도 서귀포시 표선면 일주동로 6228,제주특별자치도 서귀포시 표선면 세화리 281-1
343,343,민오름(구좌읍),제주특별자치도 제주시 구좌읍 비자림로 1456,제주특별자치도 제주시 구좌읍 송당리 2438
344,344,민오름(봉개동),제주특별자치도 제주시 칠오름길 (봉개동),제주특별자치도 제주시 칠오름길 (봉개동)
345,345,민오름(오라동),제주특별자치도 제주시 오라2동 산 12,제주특별자치도 제주시 오라2동 산 12
346,346,민오름(조천읍),제주특별자치도 제주시 조천읍 선흘리 산 141,제주특별자치도 제주시 조천읍 선흘리 산 141
347,347,바구스서핑스쿨,제주특별자치도 제주시 테우해안로 143,제주특별자치도 제주시 이호일동 1788-6
348,348,바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,제주특별자치도 제주시 조천읍 교래리 산 108
349,349,바다다이브,제주특별자치도 서귀포시 동홍로12번길 5,제주특별자치도 서귀포시 서귀동 253-10
350,350,바람모루,제주특별자치도 서귀포시 서호동,제주특별자치도 서귀포시 서호동
351,351,바람불어좋은날 천연염색 공방,제주특별자치도 서귀포시 안덕면 사계로 68,제주특별자치도 서귀포시 안덕면 사계리 2982-1
352,352,바릇스파,제주특별자치도 제주시 한림읍 한림로 392 3층,제주특별자치도 제주시 한림읍 협재리 1607
353,353,바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리 456
354,354,박물관은 살아있다,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629
355,355,박성내,제주특별자치도 제주시 기자길 5,제주특별자치도 제주시 아라이동 1370-6
356,356,박수기정,제주특별자치도 서귀포시 안덕면 난드르로 90-25,제주특별자치도 서귀포시 안덕면 감산리 1010
357,357,반지마을 제주 1호점,제주특별자치도 제주시 월성로4길 17 3,제주특별자치도 제주시 용담이동 2761-1
358,358,발이오름,제주특별자치도 제주시 애월읍 어음리 산 1,제주특별자치도 제주시 애월읍 어음리 산 1
359,359,발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,제주특별자치도 서귀포시 대정읍 상모리 626-1
360,360,밧돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-1,제주특별자치도 제주시 구좌읍 송당리 산 66-1
361,361,방림원,제주특별자치도 제주시 한경면 용금로 864,제주특별자치도 제주시 한경면 저지리 2120-91
362,362,방선문,제주특별자치도 제주시 종천길 39-1,제주특별자치도 제주시 오라이동 3322
363,363,방일리공원,제주특별자치도 제주시 정원로 50,제주특별자치도 제주시 노형동 3812-1
364,364,방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,제주특별자치도 서귀포시 안덕면 상천리 427
365,365,배령연대,제주특별자치도 제주시 한림읍 금능리 1649,제주특별자치도 제주시 한림읍 금능리 1649
366,366,백년초농장박물관,제주특별자치도 서귀포시 태평로 200,제주특별자치도 서귀포시 호근동 310-3
367,367,백록담,제주특별자치도 서귀포시 토평동 산 15-1,제주특별자치도 서귀포시 토평동 산 15-1
368,368,백약이오름,제주특별자치도 서귀포시 표선면 성읍리 산 1,제주특별자치도 서귀포시 표선면 성읍리 산 1
369,369,백제사,제주시 애월읍 광령남6길 54 백제사,제주특별자치도 제주시 애월읍 광령리 4121
370,370,백제사 템플스테이,제주시 애월읍 광령남6길 54 백제사,제주특별자치도 제주시 애월읍 광령리 4121
371,371,백조일손지묘(백조일손지지),제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리
372,372,밸런싱 요가,제주특별자치도 제주시 중앙로 492,제주특별자치도 제주시 아라일동 2338-4
373,373,뱅듸승마클럽,제주특별자치도 제주시 조천읍 번영로 1118-33,제주특별자치도 제주시 조천읍 와흘리 산18
374,374,범서프,제주특별자치도 제주시 선사로8길 11,제주특별자치도 제주시 삼양일동 1569-25
375,375,범섬,제주특별자치도 서귀포시 법환동,제주특별자치도 서귀포시 법환동
376,376,법정사,제주특별자치도 서귀포시 1100로 740-168,제주특별자치도 서귀포시 도순동 산1
377,377,법화사,제주특별자치도 서귀포시 하원북로 35번길 15-28,제주특별자치도 서귀포시 하원동 1071-1
378,378,법화사지,제주특별자치도 서귀포시 하원북로35번길 15-28,제주특별자치도 서귀포시 하원동 1071-1
379,379,법환포구,제주특별자치도 서귀포시 막숙포로37번길 2,제주특별자치도 서귀포시 법환동 287-3
380,380,베릿네오름,제주특별자치도 서귀포시 중문상로17번길 51,제주특별자치도 서귀포시 중문동 2273
381,381,벨리타,제주특별자치도 제주시 조천읍 중산간동로 1194,제주특별자치도 제주시 조천읍 선흘리 2861-4
382,382,별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,제주특별자치도 서귀포시 색달동 2938-1
383,383,별도봉,제주특별자치도 제주시 선반로 (화북일동),제주 제주시 화북일동 4472
384,384,별도연대,제주특별자치도 제주시 화북1동 1537,제주특별자치도 제주시 화북1동 1537
385,385,별도포구,제주특별자치도 제주시 화북1동 4269-12,제주특별자치도 제주시 화북1동 4269-12
386,386,별방진,제주특별자치도 제주시 구좌읍 하도리 3354,제주특별자치도 제주시 구좌읍 하도리 3354
387,387,병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리
388,388,보롬왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,제주특별자치도 서귀포시 표선면 성읍리 3229-4
389,389,"보롬이(하논, 화구구)",제주특별자치도 서귀포시 하논로 (서홍동),제주 서귀포시 서홍동
390,390,보목포구,제주특별자치도 서귀포시 보목포로 46,제주특별자치도 서귀포시 보목동 566-3
391,391,보물섬하이킹,제주특별자치도 제주시 용문로14길 14,제주특별자치도 제주시 용담이동 2706-1
392,392,보통청춘기록실 청춘사진관,제주특별자치도 제주시 한림읍 귀덕11길 1,제주특별자치도 제주시 한림읍 귀덕리 1010-2
393,393,본초족욕,제주특별자치도 제주시 은수길 65,제주특별자치도 제주시 연동 1326
394,394,본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,제주특별자치도 서귀포시 안덕면 상천리 380
395,395,볼레낭길,제주특별자치도 서귀포시 안덕면 감산리 1049,제주특별자치도 서귀포시 안덕면 감산리 1049
396,396,봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,제주특별자치도 제주시 애월읍 애월리 1576-1
397,397,봉글레산,제주특별자치도 제주시 추자면 대서5길 1,제주특별자치도 제주시 추자면 대서리 167
398,398,봉쥬르봉봉,제주특별자치도 제주시 한림읍 한림로 408-2,제주특별자치도 제주시 한림읍 협재리 1587
399,399,부대악오름,제주특별자치도 제주시 조천읍 선흘리 산 103,제주특별자치도 제주시 조천읍 선흘리 산 103
400,400,부영컨트리클럽,제주특별자치도 서귀포시 남원읍 남조로 960 부영CC,제주특별자치도 서귀포시 남원읍 수망리 628-8
401,401,북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,제주특별자치도 서귀포시 안덕면 동광리 산 94
402,402,북촌국민학교,제주특별자치도 제주시 조천읍 일주동로 1481,제주특별자치도 제주시 조천읍 북촌리 1212
403,403,북촌돌하르방미술관,제주특별자치도 제주시 조천읍 북촌서1길 70,제주특별자치도 제주시 조천읍 북촌리 976
404,404,북촌리 4.3길,제주특별자치도 제주시 조천읍 북촌3길 3,제주특별자치도 제주시 조천읍 북촌리 1599
405,405,북촌포구,제주특별자치도 제주시 조천읍 북촌9길 26-1,제주특별자치도 제주시 조천읍 북촌리 588
406,406,북촌환해장성,제주특별자치도 제주시 조천읍 북촌리,제주특별자치도 제주시 조천읍 북촌리
407,407,불카분낭 (불타버린 나무),제주특별자치도 제주시 조천읍 선흘리 1136-2,제주특별자치도 제주시 조천읍 선흘리 1136-2
408,408,불탑사 (5층석탑),제주특별자치도 제주시 원당로16길 41,제주특별자치도 제주시 삼양일동 697
409,409,붉은오름 자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,제주특별자치도 서귀포시 표선면 가시리 산158
410,410,붉은오름(성산읍),제주특별자치도 서귀포시 성산읍 섭지코지로 261,제주특별자치도 서귀포시 성산읍 고성리 57
411,411,붉은오름(표선면),제주특별자치도 서귀포시 표선면 남조로 1487-73,제주특별자치도 서귀포시 표선면 가시리 산158
412,412,뷰 제주하늘,제주특별자치도 서귀포시 성산읍 서성일로 397,제주특별자치도 서귀포시 성산읍 난산리 2815
413,413,브레이브독스,제주특별자치도 제주시 한림읍 한수풀로 138,제주특별자치도 제주시 한림읍 대림리 428-13
414,414,브리더스파크,제주특별자치도 제주시 구좌읍 금백조로 902-102,제주특별자치도 제주시 구좌읍 송당리 2463
415,415,브릭캠퍼스,제주특별자치도 제주시 1100로 3047,제주특별자치도 제주시 노형동 244-1
416,416,블루버블,제주특별자치도 서귀포시 성산읍 일출로255번길 11,제주특별자치도 서귀포시 성산읍 성산리 175-3
417,417,비고르서프,제주특별자치도 서귀포시 안덕면 형제해안로 70,제주특별자치도 서귀포시 안덕면 사계리 2294-20
418,418,비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17,제주특별자치도 제주시 한림읍 상명리 1191-5
419,419,비양도,제주특별자치도 제주시 한림읍 협재리,제주특별자치도 제주시 한림읍 협재리
420,420,비양도 연평리 야영지,제주특별자치도 제주시 우도면 연평리 3,제주특별자치도 제주시 우도면 연평리 3
421,421,비양도등대,제주특별자치도 제주시 한림읍 비양도길 84비양도,제주특별자치도 제주시 한림읍 협재리 2932-2
422,422,비양도의 비양나무자생지,제주특별자치도 제주시 한림읍 협재리 산 89,제주특별자치도 제주시 한림읍 협재리 산 89
423,423,비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,제주특별자치도 제주시 구좌읍 평대리 3161-1
424,424,비자림농원,제주특별자치도 제주시 조천읍 선흘동1길 31-71,제주특별자치도 제주시 조천읍 선흘리 2740
425,425,비체올린,제주특별자치도 제주시 한경면 판조로 253-6,제주특별자치도 제주시 한경면 판포리 725-1
426,426,비치미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주특별자치도 제주시 구좌읍 송당리 산 255-1
427,427,빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,제주특별자치도 제주시 애월읍 어음리 1391
428,428,빛의 벙커,제주특별자치도 서귀포시 성산읍 고성리  2039-22,제주특별자치도 서귀포시 성산읍 고성리  2039-22
429,429,빠우사,제주특별자치도 제주시 조천읍 선교로 539,제주특별자치도 제주시 조천읍 선흘리 472-5
430,430,뽀로로&타요 테마파크 제주,제주특별자치도 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리 79
431,431,쁘램 요가,제주특별자치도 제주시 연북로 88,제주특별자치도 제주시 연동 1372-3
432,432,삐삐그루밍,제주특별자치도 서귀포시 대정읍 중산간서로 2269,제주특별자치도 서귀포시 대정읍 구억리 835-1
433,433,사계 용머리해안 (해산물),제주특별자치도 서귀포시 안덕면 사계남로216번길 28,제주특별자치도 서귀포시 안덕면 사계리 118-3
434,434,사계항,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리
435,435,사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,제주특별자치도 서귀포시 안덕면 사계리 2147-35
436,436,사계해안도로,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리
437,437,사라봉,제주특별자치도 제주시 사라봉동길 61,제주특별자치도 제주시 건입동 388
438,438,사라봉공원,제주특별자치도 제주시 사라봉동길 74 (건입동),제주특별자치도 제주시 건입동 387-1
439,439,사라오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,제주특별자치도 서귀포시 남원읍 신례리 산 2-1
440,440,사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주특별자치도 제주시 조천읍 교래리 산 137-1
441,441,사려니오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,제주특별자치도 서귀포시 남원읍 한남리 산2-1
442,442,사슴공방,제주특별자치도 제주시 구좌읍 구좌로 51 3층,제주특별자치도 제주시 구좌읍 세화리 1465-15
443,443,사진놀이터,제주특별자치도 제주시 애월읍 평화로 2835,제주특별자치도 제주시 애월읍 광령리 100-3
444,444,삭제요청 2,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,제주특별자치도 서귀포시 대정읍 구억리 654-1
445,445,삭제요청 3,제주특별자치도 제주시 애월읍 어음13길 196,제주특별자치도 제주시 애월읍 어음리 49
446,446,산굼부리,제주특별자치도 제주시 조천읍 비자림로 768,제주특별자치도 제주시 조천읍 교래리 342-2
447,447,산도스카발리오홀스파크,제주특별자치도 서귀포시 안덕면 산록남로 566,제주특별자치도 서귀포시 안덕면 광평리 268
448,448,산방굴사,제주특별자치도 서귀포시 안덕면 사계리 산 16,제주특별자치도 서귀포시 안덕면 사계리 산 16
449,449,산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,제주특별자치도 서귀포시 안덕면 사계리 산 16
450,450,산방산 랜드,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,제주특별자치도 서귀포시 안덕면 사계리 116-6
451,451,산방산 수국,제주특별자치도 서귀포시 안덕면 산방로,제주특별자치도 서귀포시 안덕면 사계리 산 16
452,452,산방산 용머리해안 지질트레일,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,제주특별자치도 서귀포시 안덕면 사계리 981
453,453,산방산둘레길,제주 서귀포시 안덕면 감산리,제주 서귀포시 안덕면 감산리
454,454,산방산탄산온천,제주특별자치도 서귀포시 안덕면 사계북로 41번길 192,제주특별자치도 서귀포시 안덕면 사계리 981
455,455,산양곶자왈,제주특별자치도제주시 한경면 청수리 956-6,명제주특별자치도 제주시 한경면 연명로 179
456,456,산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),제주특별자치도 제주시 건입동 340-2
457,457,산지천,제주특별자치도 제주시 건입동,제주특별자치도 제주시 건입동
458,458,산지천갤러리,제주특별자치도 제주시 중앙로3길 36,제주특별자치도 제주시 일도일동 1247
459,459,산지항 옛터,제주특별자치도 제주시 연무정길 28 (건입동)일대,제주특별자치도 제주시 건입동 940-3
460,460,산천단,제주특별자치도 제주시 아라1동 392-3,명제주특별자치도 제주시 516로 3041-29
461,461,산천단곰솔,제주특별자치도 제주시 516로 3041-24,제주특별자치도 제주시 아라일동 375-1
462,462,산호레저,제주특별자치도 제주시 우도면 우도해안길 73,제주특별자치도 제주시 우도면 연평리 1737-14
463,463,삼각봉,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산220-13
464,464,삼다수목장,제주특별자치도 제주시 조천읍 비자림로 485-15,제주특별자치도 제주시 조천읍 교래리 산119-1
465,465,삼다수숲길 지질트레일,제주특별자치도 제주시 조천읍 교래3길 98,제주특별자치도 제주시 조천읍 교래리 606-1
466,466,삼매봉,제주특별자치도 서귀포시 남성로115번길 83,제주특별자치도 서귀포시 서홍동 819
467,467,삼밭구석 & 동광리4·3희생자위령비,제주특별자치도 서귀포시 안덕면 동광리 1425 일대,제주특별자치도 서귀포시 안덕면 동광리 1425 일대
468,468,삼사석,제주특별자치도 제주시 화북1동 1380-1,제주특별자치도 제주시 화북1동 1380-1
469,469,삼성혈,제주특별자치도 제주시 삼성로 22,제주특별자치도 제주시 이도일동 1313
470,470,삼양 셋다리물,제주특별자치도 제주시 삼양1동 1938-9,제주특별자치도 제주시 삼양1동 1938-9
471,471,삼양방파제,제주특별자치도 제주시 벌랑길,제주특별자치도 제주시 벌랑길
472,472,삼양해수욕장,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동
473,473,삼양해안도로,제주특별자치도 제주시 삼양2동,제주특별자치도 제주시 삼양2동
474,474,삼의악트레킹코스,제주특별자치도 제주시 아라동 산 24-2,제주특별자치도 제주시 아라동 산 24-2
475,475,삼화포구,제주특별자치도 제주시 서흘1길 26,제주특별자치도 제주시 삼양일동 1775
476,476,상추자마을길,제주특별자치도 제주시 추자도 추자면,제주특별자치도 제주시 추자도 추자면
477,477,상추자포구,제주특별자치도 제주시 추자면 대서리,제주특별자치도 제주시 추자면 대서리
478,478,상추자항,제주특별자치도 제주시 추자면 추자로 39,제주특별자치도 제주시 추자면 대서리 147-5
479,479,상효원,제주특별자치도 서귀포시 산록남로 2847-37,제주특별자치도 서귀포시 상효동 산25
480,480,새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,제주특별자치도 제주시 애월읍 봉성리 산 59-8
481,481,새별헤이요목장,제주도 제주시 애월읍 봉성리 4554-20,제주도 제주시 애월읍 봉성리 4554-20
482,482,새섬,제주특별자치도 서귀포시 남성중로 40,제주특별자치도 서귀포시 서홍동 707-5
483,483,새시물,제주특별자치도 제주시 한림읍 상한로,제주특별자치도 제주시 한림읍 상명리
484,484,새연교,제주특별자치도 서귀포시 서홍동 707-4,제주특별자치도 서귀포시 서홍동 707-4
485,485,샘이오름,제주특별자치도 제주시 조천읍 516로,제주 제주시 구좌읍 송당리 산145
486,486,생각하는정원,제주특별자치도 제주시 한경면 녹차분재로 675,제주특별자치도 제주시 한경면 저지리 1534
487,487,생이기정,제주특별자치도 제주시 한경면 용수리 산 60,제주특별자치도 제주시 한경면 용수리 산 60
488,488,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,제주특별자치도 제주시 조천읍 교래리 719-10
489,489,서건도,제주특별자치도 서귀포시 강정동 산 1,제주특별자치도 서귀포시 강정동 산 1
490,490,서광리 곶자왈생태탐방로,제주특별자치도 서귀포시 안덕면 서광리 산6-1,제주특별자치도 서귀포시 안덕면 서광리 산6-1
491,491,서광승마장,제주특별자치도 서귀포시 안덕면 녹차분재로 239,제주특별자치도 서귀포시 안덕면 서광리 산50-33
492,492,서귀다원,제주특별자치도 서귀포시 상효동 산 118,제주특별자치도 서귀포시 상효동 산 118
493,493,서귀본향당,제주특별자치도 서귀포시 이중섭로 23-11,제주특별자치도 서귀포시 서귀동 534-2
494,494,서귀포 궁도장(천지정),제주특별자치도 서귀포시 중산간서로 97-40,제주특별자치도 서귀포시 강정동 1475
495,495,서귀포 다이브센터,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13 2층,제주특별자치도 서귀포시 남원읍 하례리 64-10
496,496,서귀포 하영올레,제주특별자치도 서귀포시 중앙로 105,제주특별자치도 서귀포시 서홍동 440-1
497,497,서귀포농업기술센터 제주농업생태원,제주특별자치도 서귀포시 남원읍 중산간동로 7413,제주특별자치도 서귀포시 남원읍 하례리 1558
498,498,서귀포시립기당미술관,제주특별자치도 서귀포시 남성중로153번길 15,제주특별자치도 서귀포시 서홍동 621
499,499,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,제주특별자치도 서귀포시 서홍동 551-1
500,500,서귀포의료원,제주특별자치도 서귀포시 장수로 47,제주특별자치도 서귀포시 동홍동 1530-2
501,501,서귀포자연휴양림,제주특별자치도 서귀포시 1100로 882,제주특별자치도 서귀포시 대포동 산1-8
502,502,서귀포잠수함(대국해저관광),"제주특별자치도 서귀포시 남성중로 40 (서홍동, 유람선매표소) 서귀포잠수함",제주특별자치도 서귀포시 서홍동 707-5
503,503,서귀포천문과학문화관,제주특별자치도 서귀포시 1100로 506-1,제주특별자치도 서귀포시 하원동 산70
504,504,서귀포층패류화석산지,제주특별자치도 서귀포시 남성중로 43,제주특별자치도 서귀포시 서홍동 707
505,505,서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산1
506,506,서귀포칠십리시공원,제주특별자치도 서귀포시 서홍동 576-9,제주특별자치도 서귀포시 서홍동 576-9
507,507,서귀포항,제주특별자치도 서귀포시 칠십리로72번길 14,제주특별자치도 서귀포시 서귀동 758-4
508,508,서귀포해안,제주특별자치도 서귀포시 서호동,제주특별자치도 서귀포시 서호동
509,509,서복전시관,제주특별자치도 서귀포시 칠십리로 156-8,제주특별자치도 서귀포시 서귀동 100-2
510,510,서부두명품횟집거리,제주특별자치도 제주시 서부두길 16,제주특별자치도 제주시 건입동 1319-31
511,511,서영아리오름 / 용와이오름,제주특별자치도 서귀포시 안덕면 상천리 산22,제주특별자치도 서귀포시 안덕면 상천리 산22
512,512,서우봉,제주특별자치도 제주시 조천읍 함덕리 169-1,제주특별자치도 제주시 조천읍 함덕리 169-1
513,513,서중천탐방로,제주특별자치도 서귀포시 남원읍 서성로 755,제주특별자치도 서귀포시 남원읍 한남리 1622-3
514,514,서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243,제주특별자치도 제주시 조천읍 와흘리 2988
515,515,서프론트,제주특별자치도 제주시 애월읍 곽지5길 21,제주특별자치도 제주시 애월읍 곽지리 1613
516,516,서프앤조이,제주특별자치도 제주시 선사로8길 12,제주특별자치도 제주시 삼양일동 1657-3
517,517,선녀와나무꾼,제주특별자치도 제주시 조천읍 선교로 267,제주특별자치도 제주시 조천읍 선흘리 1997
518,518,선운정사,제주특별자치도 제주시 애월읍 구몰동길 65,제주특별자치도 제주시 애월읍 봉성리 3608
519,519,선족이오름(알선족이),제주특별자치도 제주시 구좌읍 송당리 산 140-2,제주특별자치도 제주시 구좌읍 송당리 산 140-2
520,520,선흘1리,제주특별자치도 제주시 조천읍 중산간동로 1280,제주특별자치도 제주시 조천읍 선흘리 1207-2
521,521,설쿰바당,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리
522,522,섬생이,제주특별자치도 제주시 추자면 신양리 산 87,제주특별자치도 제주시 추자면 신양리 산 87
523,523,섬속의섬우도렌트,제주특별자치도 제주시 우도면 우도해안길 84-2,제주특별자치도 제주시 우도면 연평리 1749
524,524,섭지코지,제주 서귀포시 성산읍 고성리,제주 서귀포시 성산읍 고성리
525,525,섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1618,제주특별자치도 서귀포시 대정읍 상모리 1618
526,526,성김대건신부표착기념관,제주특별자치도 제주시 한경면 용수1길 108,제주특별자치도 제주시 한경면 용수리 4266
527,527,성널오름 (성판악),제주특별자치도 서귀포시 남원읍 신례리,제주특별자치도 서귀포시 남원읍 신례리
528,528,성불오름,제주 제주시 구좌읍 중산간동로 2532,제주특별자치도 제주시 구좌읍 송당리 산226
529,529,성산 유채꽃재배단지,제주특별자치도 서귀포시 성산읍 일출로,제주 서귀포시 성산읍 고성리 270
530,530,성산~세화 해안도로,제주특별자치도 서귀포시 성산읍 해맞이해안로 2636,제주특별자치도 서귀포시 성산읍 시흥리 3
531,531,성산오조리해안,제주특별자치도 거쉬포시 성산읍 한도로,제주특별자치도 서귀포시 성산읍 오조리 10
532,532,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,제주특별자치도 서귀포시 성산읍 성산리 114
533,533,성산초등학교 서청특별중대 주둔지,제주특별자치도 서귀포시 성산면 성산리 171-9,제주특별자치도 서귀포시 성산면 성산리 171-9
534,534,성산포항,서귀포시 성산읍 성산등용로 130-21,제주특별자치도 서귀포시 성산읍 성산리 347-9
535,535,성산항,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,제주특별자치도 서귀포시 성산읍 성산리 347-9
536,536,성읍녹차마을,제주특별자치도 서귀포시 표선면 중산간동로 4778,제주특별자치도 서귀포시 표선면 성읍리 2197-1
537,537,성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,제주특별자치도 서귀포시 표선면 성읍리 2045-1
538,538,성읍목장,제주특별자치도 서귀포시 표선면 성읍리 1734,제주특별자치도 서귀포시 표선면 성읍리 1734
539,539,성읍민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 19,제주특별자치도 서귀포시 표선면 성읍리 775-1
540,540,성읍승마장,제주특별자치도 서귀포시 표선면 번영로 2650,제주특별자치도 서귀포시 표선면 성읍리 2045-1
541,541,성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53,제주특별자치도 제주시 한림읍 금악리 116
542,542,성클라라수도원 금악성당,제주시 한림읍 금악북로 320,제주특별자치도 제주시 한림읍 금악리 373
543,543,섶섬(서귀포해양도립공원),제주특별자치도 서귀포시 마소물로,제주특별자치도 서귀포시 서홍동 707
544,544,세계술박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431,제주특별자치도 서귀포시 표선면 하천리 1814-1
545,545,세계자동차 & 피아노박물관,제주특별자치도 서귀포시 안덕면 중산간서로 1610,제주특별자치도 서귀포시 안덕면 상창리 2065-4
546,546,세계조가비박물관,제주특별자치도 서귀포시 태평로 284,제주특별자치도 서귀포시 서홍동 557-1
547,547,세리월드 테마파크,제주특별자치도 서귀포시 법환상로2번길 97-13,제주특별자치도 서귀포시 법환동 877
548,548,세미오름(삼의양오름),제주특별자치도 제주시 아라동 산 24-2,제주특별자치도 제주시 아라동 산 24-2
549,549,세미오름(샘이오름),제주특별자치도 제주시 조천읍 대흘리 산 27-8,제주특별자치도 제주시 조천읍 대흘리 산 27-8
550,550,세인트포골프장,제주특별자치도 제주시 구좌읍 선유로 445-55,제주특별자치도 제주시 구좌읍 김녕리 5160-2
551,551,세화소품관,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-3,제주특별자치도 제주시 구좌읍 세화리 1500-6
